,Date,Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,zip_code,day_of_year,month,day_of week,year,trap_percent_of_all_mosquitos,trap_percent_with_wnv,trap_percent_with_wnv2,Depart,Sunrise,Sunset,hours_in_day,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,AvgSpeed,ResultDir,CodeSum
10,2007-05-29,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,149,5,1,2007,0.0005035582313257652,0.0,0.0,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
11,2007-05-29,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,2,0,60614,149,5,1,2007,0.007864394730411214,0.005649717514124294,0.03680981595092025,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
12,2007-05-29,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,60614,149,5,1,2007,0.007864394730411214,0.005649717514124294,0.03680981595092025,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
13,2007-05-29,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,60643,149,5,1,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
14,2007-05-29,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,1,0,60643,149,5,1,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
15,2007-05-29,CULEX RESTUANS,11,T091,41.862292,-87.64886,8,1,0,60608,149,5,1,2007,0.0009997111945437985,0.007407407407407408,0.03125,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
16,2007-05-29,CULEX RESTUANS,17,T094,41.720848,-87.666014,9,3,0,60643,149,5,1,2007,0.008864105924955012,0.003341687552213868,0.03305785123966942,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
17,2007-05-29,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,60643,149,5,1,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
18,2007-05-29,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,60643,149,5,1,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
19,2007-05-29,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,1,0,60611,149,5,1,2007,0.0005331793037566925,0.0,0.0,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
20,2007-05-29,CULEX RESTUANS,53,T129,41.891126,-87.61156,5,2,0,60611,149,5,1,2007,0.0005331793037566925,0.0,0.0,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
21,2007-05-29,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,1,0,60631,149,5,1,2007,0.0017032116647783234,0.02608695652173913,0.1935483870967742,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
22,2007-05-29,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.68776899999999,8,1,0,60645,149,5,1,2007,0.0015625115707314182,0.0,0.0,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
23,2007-05-29,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,1,0,60651,149,5,1,2007,0.0018957486355793511,0.0,0.0,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
24,2007-05-29,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,60620,149,5,1,2007,0.010152622575700354,0.0029175784099197666,0.036036036036036036,10.0,4.35,19.283333333333335,14.933333333333335,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['BR', 'HZ']"
25,2007-06-05,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,3,0,60634,156,6,1,2007,0.027473544679685127,0.004851752021563342,0.0972972972972973,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
26,2007-06-05,CULEX RESTUANS,41,T002,41.95469,-87.800991,9,5,0,60634,156,6,1,2007,0.027473544679685127,0.004851752021563342,0.0972972972972973,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
27,2007-06-05,CULEX PIPIENS,41,T002,41.95469,-87.800991,9,1,0,60634,156,6,1,2007,0.027473544679685127,0.004851752021563342,0.0972972972972973,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
28,2007-06-05,CULEX PIPIENS/RESTUANS,79,T015,41.974089,-87.824812,8,1,0,60656,156,6,1,2007,0.001251490310206681,0.023668639053254437,0.11428571428571428,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
29,2007-06-05,CULEX RESTUANS,79,T015,41.974089,-87.824812,8,2,0,60656,156,6,1,2007,0.001251490310206681,0.023668639053254437,0.11428571428571428,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
30,2007-06-05,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,1,0,60614,156,6,1,2007,0.002599249105813876,0.008547008547008548,0.08571428571428572,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
31,2007-06-05,CULEX RESTUANS,15,T045,41.9216,-87.666455,8,2,0,60614,156,6,1,2007,0.002599249105813876,0.008547008547008548,0.08571428571428572,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
32,2007-06-05,CULEX PIPIENS,15,T045,41.9216,-87.666455,8,1,0,60614,156,6,1,2007,0.002599249105813876,0.008547008547008548,0.08571428571428572,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
33,2007-06-05,CULEX RESTUANS,25,T046,41.891118,-87.65449100000001,8,1,0,60654,156,6,1,2007,0.004561645154362814,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
34,2007-06-05,CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,1,0,60608,156,6,1,2007,0.013299861521486385,0.0022271714922048997,0.0273972602739726,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
35,2007-06-05,CULEX RESTUANS,11,T048,41.867108,-87.654224,8,1,0,60608,156,6,1,2007,0.013299861521486385,0.0022271714922048997,0.0273972602739726,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
36,2007-06-05,CULEX PIPIENS,11,T048,41.867108,-87.654224,8,2,0,60608,156,6,1,2007,0.013299861521486385,0.0022271714922048997,0.0273972602739726,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
37,2007-06-05,CULEX RESTUANS,11,T049,41.896282,-87.655232,8,2,0,60642,156,6,1,2007,0.0019253697080102786,0.0038461538461538464,0.011764705882352941,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
38,2007-06-05,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,156,6,1,2007,0.0005035582313257652,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
39,2007-06-05,CULEX RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,156,6,1,2007,0.0005035582313257652,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
40,2007-06-05,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,60614,156,6,1,2007,0.007864394730411214,0.005649717514124294,0.03680981595092025,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
41,2007-06-05,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,4,0,60643,156,6,1,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
42,2007-06-05,CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,9,2,0,60643,156,6,1,2007,0.008864105924955012,0.003341687552213868,0.03305785123966942,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
43,2007-06-05,CULEX PIPIENS/RESTUANS,22,T096,41.731922,-87.677512,8,1,0,60643,156,6,1,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
44,2007-06-05,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,1,0,60643,156,6,1,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
45,2007-06-05,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,60643,156,6,1,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
46,2007-06-05,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,2,0,60631,156,6,1,2007,0.0017032116647783234,0.02608695652173913,0.1935483870967742,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
47,2007-06-05,CULEX RESTUANS,65,T143,41.999128999999996,-87.795585,8,9,0,60631,156,6,1,2007,0.0017032116647783234,0.02608695652173913,0.1935483870967742,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
48,2007-06-05,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,3,0,60651,156,6,1,2007,0.0018957486355793511,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
49,2007-06-05,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,60620,156,6,1,2007,0.010152622575700354,0.0029175784099197666,0.036036036036036036,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
50,2007-06-05,CULEX RESTUANS,91,T009,41.981964000000005,-87.812827,8,2,0,60656,156,6,1,2007,0.01436622012899977,0.004639175257731959,0.08108108108108109,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
51,2007-06-05,CULEX RESTUANS,36,T011,41.944869,-87.832763,8,1,0,60634,156,6,1,2007,0.009708306489236443,0.008390541571319604,0.08270676691729323,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
52,2007-06-05,CULEX RESTUANS,72,T016,42.011601,-87.81150600000001,8,1,0,60631,156,6,1,2007,0.0062722620872488685,0.008264462809917356,0.10606060606060606,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
53,2007-06-05,CULEX RESTUANS,38,T019,41.94983,-87.69845699999999,9,1,0,60618,156,6,1,2007,0.0005331793037566925,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
54,2007-06-05,CULEX RESTUANS,49,T025,41.979243,-87.750938,9,1,0,60630,156,6,1,2007,0.0005331793037566925,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
55,2007-06-05,CULEX RESTUANS,58,T028,41.986921,-87.689778,9,2,0,60659,156,6,1,2007,0.007553373469886477,0.008823529411764706,0.07692307692307691,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
56,2007-06-05,CULEX PIPIENS/RESTUANS,50,T031,41.801497999999995,-87.763416,9,1,0,60638,156,6,1,2007,0.01142632869023023,0.0032404406999351912,0.03424657534246575,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
57,2007-06-05,CULEX RESTUANS,14,T033,41.906638,-87.701431,9,3,0,60622,156,6,1,2007,0.005035582313257652,0.007352941176470588,0.05154639175257732,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
58,2007-06-05,CULEX RESTUANS,10,T089,41.723195000000004,-87.64997,5,1,0,60643,156,6,1,2007,0.002769570272291708,0.0106951871657754,0.04395604395604396,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
59,2007-06-05,CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,1,0,60607,156,6,1,2007,0.012477876761528152,0.004154302670623145,0.046357615894039736,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
60,2007-06-05,CULEX RESTUANS,11,T090,41.868077,-87.666901,9,7,0,60607,156,6,1,2007,0.012477876761528152,0.004154302670623145,0.046357615894039736,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
61,2007-06-05,CULEX PIPIENS/RESTUANS,11,T092,41.869215999999994,-87.627561,8,1,0,60605,156,6,1,2007,0.0008442005642814298,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
62,2007-06-05,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999999,8,2,0,60803,156,6,1,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
63,2007-06-05,CULEX RESTUANS,42,T135,41.662014,-87.72460799999999,8,4,0,60803,156,6,1,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
64,2007-06-05,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,1,0,60803,156,6,1,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
65,2007-06-05,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,1,0,60630,156,6,1,2007,0.00028880545620154176,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
66,2007-06-05,CULEX RESTUANS,53,T141,41.961743,-87.76007,9,2,0,60630,156,6,1,2007,0.00028880545620154176,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
67,2007-06-05,CULEX PIPIENS/RESTUANS,40,T142,41.953067,-87.776792,8,1,0,60634,156,6,1,2007,0.00042950555024844674,0.017241379310344827,0.05555555555555555,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
68,2007-06-05,CULEX RESTUANS,40,T142,41.953067,-87.776792,8,3,0,60634,156,6,1,2007,0.00042950555024844674,0.017241379310344827,0.05555555555555555,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
69,2007-06-05,CULEX RESTUANS,43,T145,41.878114000000004,-87.629798,3,3,0,60605,156,6,1,2007,0.0029769177793082,0.0024875621890547263,0.01098901098901099,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
70,2007-06-05,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,9,1,0,60618,156,6,1,2007,0.0008442005642814298,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
71,2007-06-05,CULEX RESTUANS,42,T146,41.958271,-87.702575,9,2,0,60618,156,6,1,2007,0.0008442005642814298,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
72,2007-06-05,CULEX RESTUANS,28,T147,41.932094,-87.700117,8,1,0,60618,156,6,1,2007,0.00362117610468087,0.0081799591002045,0.04081632653061224,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
73,2007-06-05,CULEX PIPIENS/RESTUANS,15,T149,41.994469,-87.667736,8,1,0,60660,156,6,1,2007,0.0001110790216159776,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
74,2007-06-05,CULEX RESTUANS,18,T150,42.006858,-87.675919,9,2,0,60626,156,6,1,2007,0.0004146950140329831,0.0,0.0,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
75,2007-06-05,CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,1,0,60707,156,6,1,2007,0.014580972904123994,0.0030472320975114273,0.03846153846153846,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
76,2007-06-05,CULEX RESTUANS,70,T151,41.916265,-87.800515,8,10,0,60707,156,6,1,2007,0.014580972904123994,0.0030472320975114273,0.03846153846153846,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
77,2007-06-05,CULEX RESTUANS,25,T152,41.846075,-87.716277,9,1,0,60623,156,6,1,2007,0.0029472967068772723,0.005025125628140704,0.021505376344086023,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
78,2007-06-05,CULEX RESTUANS,21,T154,41.918704999999996,-87.752329,8,1,0,60639,156,6,1,2007,0.001392190404253586,0.010638297872340425,0.09523809523809523,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
79,2007-06-05,CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,3,0,60655,156,6,1,2007,0.019068565377409488,0.002330097087378641,0.04081632653061224,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
80,2007-06-05,CULEX RESTUANS,35,T158,41.682587,-87.707973,9,8,0,60655,156,6,1,2007,0.019068565377409488,0.002330097087378641,0.04081632653061224,-9.0,4.283333333333333,19.383333333333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['BR', 'RA']"
