Id,WnvPresent
405,0.00072789605
406,0.00072789605
407,0.00072789605
408,0.00072789605
409,0.0003081412
410,0.0003081412
411,0.0003081412
412,0.0003081412
413,0.0003081412
414,0.0003081412
415,0.0003081412
416,0.0003081412
417,0.00039780844
418,0.00039780844
419,0.00039780844
420,0.00039780844
421,0.00039780844
422,0.00039780844
423,0.00039780844
424,0.00039780844
425,0.0012150477
426,0.0012150477
427,0.0012150477
428,0.0012150477
429,0.0012150477
430,0.0012150477
431,0.0012150477
432,0.0012150477
433,0.00038087487
434,0.00038087487
435,0.00038087487
436,0.00038087487
437,0.00038087487
438,0.00038087487
439,0.00038087487
440,0.00038087487
441,0.00088569557
442,0.00088569557
443,0.00088569557
444,0.00088569557
445,0.00088569557
446,0.00088569557
447,0.00088569557
448,0.00088569557
449,0.00038087487
450,0.00038087487
451,0.00038087487
452,0.00038087487
453,0.00038087487
454,0.00038087487
455,0.00038087487
456,0.00038087487
457,0.00035563827
458,0.00035563827
459,0.00035563827
460,0.00035563827
461,0.00035563827
462,0.00035563827
463,0.00035563827
464,0.00035563827
465,0.0003225878
466,0.0003225878
467,0.0003225878
468,0.0003225878
469,0.0003225878
470,0.0003225878
471,0.0003225878
472,0.0003225878
473,0.0012996391
474,0.0012996391
475,0.0012996391
476,0.0012996391
477,0.0012996391
478,0.0012996391
479,0.0012996391
480,0.0012996391
481,0.00090371666
482,0.00090371666
483,0.00090371666
484,0.00090371666
485,0.00090371666
486,0.00090371666
487,0.00090371666
488,0.00090371666
489,0.0003663686
490,0.0003663686
491,0.0003663686
492,0.0003663686
493,0.0003663686
494,0.0003663686
495,0.0003663686
496,0.0003663686
497,0.0012945955
498,0.0012945955
499,0.0012945955
500,0.0012945955
501,0.0012945955
502,0.0012945955
503,0.0012945955
504,0.0012945955
505,0.0009683071
506,0.0009683071
507,0.0009683071
508,0.0009683071
509,0.0009683071
510,0.0009683071
511,0.0009683071
512,0.0009683071
513,0.0011386577
514,0.0011386577
515,0.0011386577
516,0.0011386577
517,0.0011386577
518,0.0011386577
519,0.0011386577
520,0.0011386577
521,0.0011302307
522,0.0011302307
523,0.0011302307
524,0.0011302307
525,0.0011302307
526,0.0011302307
527,0.0011302307
528,0.0011302307
529,0.00083992677
530,0.00083992677
531,0.00083992677
532,0.00083992677
533,0.00083992677
534,0.00083992677
535,0.00083992677
536,0.00083992677
537,0.00036195735
538,0.00036195735
539,0.00036195735
540,0.00036195735
541,0.00036195735
542,0.00036195735
543,0.00036195735
544,0.00036195735
545,0.00038087487
546,0.00038087487
547,0.00038087487
548,0.00038087487
549,0.00038087487
550,0.00038087487
551,0.00038087487
552,0.00038087487
553,0.0013947756
554,0.0013947756
555,0.0013947756
556,0.0013947756
557,0.0013947756
558,0.0013947756
559,0.0013947756
560,0.0013947756
561,0.0003225878
562,0.0003225878
563,0.0003225878
564,0.0003225878
565,0.0003225878
566,0.0003225878
567,0.0003225878
568,0.0003225878
569,0.0010069846
570,0.0010069846
571,0.0010069846
572,0.0010069846
573,0.0010069846
574,0.0010069846
575,0.0010069846
576,0.0010069846
577,0.0007705641
578,0.0007705641
579,0.0007705641
580,0.0007705641
581,0.0007705641
582,0.0007705641
583,0.0007705641
584,0.0007705641
585,0.00081478315
586,0.00081478315
587,0.00081478315
588,0.00081478315
589,0.00081478315
590,0.00081478315
591,0.00081478315
592,0.00081478315
593,0.00038087487
594,0.00038087487
595,0.00038087487
596,0.00038087487
597,0.00038087487
598,0.00038087487
599,0.00038087487
600,0.00038087487
601,0.0012036844
602,0.0012036844
603,0.0012036844
604,0.0012036844
605,0.0012036844
606,0.0012036844
607,0.0012036844
608,0.0012036844
609,0.0010315803
610,0.0010315803
611,0.0010315803
612,0.0010315803
613,0.0010315803
614,0.0010315803
615,0.0010315803
616,0.0010315803
617,0.0011302307
618,0.0011302307
619,0.0011302307
620,0.0011302307
621,0.0011302307
622,0.0011302307
623,0.0011302307
624,0.0011302307
625,0.0011302307
626,0.0011302307
627,0.0011302307
628,0.0011302307
629,0.0011302307
630,0.0011302307
631,0.0011302307
632,0.0011302307
633,0.0008820452
634,0.0008820452
635,0.0008820452
636,0.0008820452
637,0.0008820452
638,0.0008820452
639,0.0008820452
640,0.0008820452
641,0.000756385
642,0.000756385
643,0.000756385
644,0.000756385
645,0.000756385
646,0.000756385
647,0.000756385
648,0.000756385
649,0.0006997218
650,0.0006997218
651,0.0006997218
652,0.0006997218
653,0.0006997218
654,0.0006997218
655,0.0006997218
656,0.0006997218
657,0.0003081412
658,0.0003081412
659,0.0003081412
660,0.0003081412
661,0.0003081412
662,0.0003081412
663,0.0003081412
664,0.0003081412
665,0.0013175412
666,0.0013175412
667,0.0013175412
668,0.0013175412
669,0.0013175412
670,0.0013175412
671,0.0013175412
672,0.0013175412
673,0.001116523
674,0.001116523
675,0.001116523
676,0.001116523
677,0.001116523
678,0.001116523
679,0.001116523
680,0.001116523
681,0.00033415944
682,0.00033415944
683,0.00033415944
684,0.00033415944
685,0.00033415944
686,0.00033415944
687,0.00033415944
688,0.00033415944
689,0.00033415944
690,0.00033415944
691,0.00033415944
692,0.00033415944
693,0.00033415944
694,0.00033415944
695,0.00033415944
696,0.00033415944
697,0.00089832145
698,0.00089832145
699,0.00089832145
700,0.00089832145
701,0.00089832145
702,0.00089832145
703,0.00089832145
704,0.00089832145
705,0.00088724593
706,0.00088724593
707,0.00088724593
708,0.00088724593
709,0.00088724593
710,0.00088724593
711,0.00088724593
712,0.00088724593
713,0.00096031534
714,0.00096031534
715,0.00096031534
716,0.00096031534
717,0.00096031534
718,0.00096031534
719,0.00096031534
720,0.00096031534
721,0.0011629149
722,0.0011629149
723,0.0011629149
724,0.0011629149
725,0.0011629149
726,0.0011629149
727,0.0011629149
728,0.0011629149
729,0.0012380464
730,0.0012380464
731,0.0012380464
732,0.0012380464
733,0.0012380464
734,0.0012380464
735,0.0012380464
736,0.0012380464
737,0.0010274736
738,0.0010274736
739,0.0010274736
740,0.0010274736
741,0.0010274736
742,0.0010274736
743,0.0010274736
744,0.0010274736
745,0.0013433824
746,0.0013433824
747,0.0013433824
748,0.0013433824
749,0.0013433824
750,0.0013433824
751,0.0013433824
752,0.0013433824
753,0.0012036844
754,0.0012036844
755,0.0012036844
756,0.0012036844
757,0.0012036844
758,0.0012036844
759,0.0012036844
760,0.0012036844
761,0.0011356431
762,0.0011356431
763,0.0011356431
764,0.0011356431
765,0.0011356431
766,0.0011356431
767,0.0011356431
768,0.0011356431
769,0.0016594724
770,0.0016594724
771,0.0016594724
772,0.0016594724
773,0.0016594724
774,0.0016594724
775,0.0016594724
776,0.0016594724
777,0.0012967915
778,0.0012967915
779,0.0012967915
780,0.0012967915
781,0.0012967915
782,0.0012967915
783,0.0012967915
784,0.0012967915
785,0.0012499511
786,0.0012499511
787,0.0012499511
788,0.0012499511
789,0.0012499511
790,0.0012499511
791,0.0012499511
792,0.0012499511
793,0.00033415944
794,0.00033415944
795,0.00033415944
796,0.00033415944
797,0.00033415944
798,0.00033415944
799,0.00033415944
800,0.00033415944
801,0.0012705135
802,0.0012705135
803,0.0012705135
804,0.0012705135
805,0.0012705135
806,0.0012705135
807,0.0012705135
808,0.0012705135
809,0.0033720117
810,0.0033720117
811,0.0033720117
812,0.0033720117
813,0.0033720117
814,0.0033720117
815,0.0033720117
816,0.0033720117
817,0.003257422
818,0.003257422
819,0.003257422
820,0.003257422
821,0.003257422
822,0.003257422
823,0.003257422
824,0.003257422
825,0.0009901206
826,0.0009901206
827,0.0009901206
828,0.0009901206
829,0.0009901206
830,0.0009901206
831,0.0009901206
832,0.0009901206
833,0.0016276499
834,0.0016276499
835,0.0016276499
836,0.0016276499
837,0.0016276499
838,0.0016276499
839,0.0016276499
840,0.0016276499
841,0.00036234612
842,0.00036234612
843,0.00036234612
844,0.00036234612
845,0.00036234612
846,0.00036234612
847,0.00036234612
848,0.00036234612
849,0.00033496
850,0.00033496
851,0.00033496
852,0.00033496
853,0.00033496
854,0.00033496
855,0.00033496
856,0.00033496
857,0.0011154988
858,0.0011154988
859,0.0011154988
860,0.0011154988
861,0.0011154988
862,0.0011154988
863,0.0011154988
864,0.0011154988
865,0.00036148008
866,0.00036148008
867,0.00036148008
868,0.00036148008
869,0.00036148008
870,0.00036148008
871,0.00036148008
872,0.00036148008
873,0.0009677316
874,0.0009677316
875,0.0009677316
876,0.0009677316
877,0.0009677316
878,0.0009677316
879,0.0009677316
880,0.0009677316
881,0.001231447
882,0.001231447
883,0.001231447
884,0.001231447
885,0.001231447
886,0.001231447
887,0.001231447
888,0.001231447
889,0.003573564
890,0.003573564
891,0.003573564
892,0.003573564
893,0.003573564
894,0.003573564
895,0.003573564
896,0.003573564
897,0.0014849126
898,0.0014849126
899,0.0014849126
900,0.0014849126
901,0.0014849126
902,0.0014849126
903,0.0014849126
904,0.0014849126
905,0.0008375962
906,0.0008375962
907,0.0008375962
908,0.0008375962
909,0.0008375962
910,0.0008375962
911,0.0008375962
912,0.0008375962
913,0.00044786884
914,0.00044786884
915,0.00044786884
916,0.00044786884
917,0.00044786884
918,0.00044786884
919,0.00044786884
920,0.00044786884
921,0.0015685555
922,0.0015685555
923,0.0015685555
924,0.0015685555
925,0.0015685555
926,0.0015685555
927,0.0015685555
928,0.0015685555
929,0.001764778
930,0.001764778
931,0.001764778
932,0.001764778
933,0.001764778
934,0.001764778
935,0.001764778
936,0.001764778
937,0.0018225801
938,0.0018225801
939,0.0018225801
940,0.0018225801
941,0.0018225801
942,0.0018225801
943,0.0018225801
944,0.0018225801
945,0.0017808403
946,0.0017808403
947,0.0017808403
948,0.0017808403
949,0.0017808403
950,0.0017808403
951,0.0017808403
952,0.0017808403
953,0.00035737175
954,0.00035737175
955,0.00035737175
956,0.00035737175
957,0.00035737175
958,0.00035737175
959,0.00035737175
960,0.00035737175
961,0.00041402158
962,0.00041402158
963,0.00041402158
964,0.00041402158
965,0.00041402158
966,0.00041402158
967,0.00041402158
968,0.00041402158
969,0.00035737175
970,0.00035737175
971,0.00035737175
972,0.00035737175
973,0.00035737175
974,0.00035737175
975,0.00035737175
976,0.00035737175
977,0.00033415944
978,0.00033415944
979,0.00033415944
980,0.00033415944
981,0.00033415944
982,0.00033415944
983,0.00033415944
984,0.00033415944
985,0.00033415944
986,0.00033415944
987,0.00033415944
988,0.00033415944
989,0.00033415944
990,0.00033415944
991,0.00033415944
992,0.00033415944
993,0.00035651762
994,0.00035651762
995,0.00035651762
996,0.00035651762
997,0.00035651762
998,0.00035651762
999,0.00035651762
1000,0.00035651762
1001,0.00035066367
1002,0.00035066367
1003,0.00035066367
1004,0.00035066367
1005,0.00035066367
1006,0.00035066367
1007,0.00035066367
1008,0.00035066367
1009,0.00035164002
1010,0.00035164002
1011,0.00035164002
1012,0.00035164002
1013,0.00035164002
1014,0.00035164002
1015,0.00035164002
1016,0.00035164002
1017,0.00035164002
1018,0.00035164002
1019,0.00035164002
1020,0.00035164002
1021,0.00035164002
1022,0.00035164002
1023,0.00035164002
1024,0.00035164002
1025,0.00093418924
1026,0.00093418924
1027,0.00093418924
1028,0.00093418924
1029,0.00093418924
1030,0.00093418924
1031,0.00093418924
1032,0.00093418924
1033,0.0014369758
1034,0.0014369758
1035,0.0014369758
1036,0.0014369758
1037,0.0014369758
1038,0.0014369758
1039,0.0014369758
1040,0.0014369758
1041,0.0017612625
1042,0.0017612625
1043,0.0017612625
1044,0.0017612625
1045,0.0017612625
1046,0.0017612625
1047,0.0017612625
1048,0.0017612625
1049,0.0012255786
1050,0.0012255786
1051,0.0012255786
1052,0.0012255786
1053,0.0012255786
1054,0.0012255786
1055,0.0012255786
1056,0.0012255786
1057,0.0010144376
1058,0.0010144376
1059,0.0010144376
1060,0.0010144376
1061,0.0010144376
1062,0.0010144376
1063,0.0010144376
1064,0.0010144376
1065,0.0013083445
1066,0.0013083445
1067,0.0013083445
1068,0.0013083445
1069,0.0013083445
1070,0.0013083445
1071,0.0013083445
1072,0.0013083445
1073,0.00033415944
1074,0.00033415944
1075,0.00033415944
1076,0.00033415944
1077,0.00033415944
1078,0.00033415944
1079,0.00033415944
1080,0.00033415944
1081,0.0014321472
1082,0.0014321472
1083,0.0014321472
1084,0.0014321472
1085,0.0014321472
1086,0.0014321472
1087,0.0014321472
1088,0.0014321472
1089,0.0015272908
1090,0.0015272908
1091,0.0015272908
1092,0.0015272908
1093,0.0015272908
1094,0.0015272908
1095,0.0015272908
1096,0.0015272908
1097,0.0008856585
1098,0.0008856585
1099,0.0008856585
1100,0.0008856585
1101,0.0008856585
1102,0.0008856585
1103,0.0008856585
1104,0.0008856585
1105,0.0011864773
1106,0.0011864773
1107,0.0011864773
1108,0.0011864773
1109,0.0011864773
1110,0.0011864773
1111,0.0011864773
1112,0.0011864773
1113,0.0008856585
1114,0.0008856585
1115,0.0008856585
1116,0.0008856585
1117,0.0008856585
1118,0.0008856585
1119,0.0008856585
1120,0.0008856585
1121,0.00035066367
1122,0.00035066367
1123,0.00035066367
1124,0.00035066367
1125,0.00035066367
1126,0.00035066367
1127,0.00035066367
1128,0.00035066367
1129,0.00033147386
1130,0.00033147386
1131,0.00033147386
1132,0.00033147386
1133,0.00033147386
1134,0.00033147386
1135,0.00033147386
1136,0.00033147386
1137,0.0016317515
1138,0.0016317515
1139,0.0016317515
1140,0.0016317515
1141,0.0016317515
1142,0.0016317515
1143,0.0016317515
1144,0.0016317515
1145,0.00035164002
1146,0.00035164002
1147,0.00035164002
1148,0.00035164002
1149,0.00035164002
1150,0.00035164002
1151,0.00035164002
1152,0.00035164002
1153,0.001428728
1154,0.001428728
1155,0.001428728
1156,0.001428728
1157,0.001428728
1158,0.001428728
1159,0.001428728
1160,0.001428728
1161,0.0013714286
1162,0.0013714286
1163,0.0013714286
1164,0.0013714286
1165,0.0013714286
1166,0.0013714286
1167,0.0013714286
1168,0.0013714286
1169,0.00037435713
1170,0.00037435713
1171,0.00037435713
1172,0.00037435713
1173,0.00037435713
1174,0.00037435713
1175,0.00037435713
1176,0.00037435713
1177,0.00037435713
1178,0.00037435713
1179,0.00037435713
1180,0.00037435713
1181,0.00037435713
1182,0.00037435713
1183,0.00037435713
1184,0.00037435713
1185,0.00037435713
1186,0.00037435713
1187,0.00037435713
1188,0.00037435713
1189,0.00037435713
1190,0.00037435713
1191,0.00037435713
1192,0.00037435713
1193,0.00039940383
1194,0.00039940383
1195,0.00039940383
1196,0.00039940383
1197,0.00039940383
1198,0.00039940383
1199,0.00039940383
1200,0.00039940383
1201,0.0011434349
1202,0.0011434349
1203,0.0011434349
1204,0.0011434349
1205,0.0011434349
1206,0.0011434349
1207,0.0011434349
1208,0.0011434349
1209,0.000952131
1210,0.000952131
1211,0.000952131
1212,0.000952131
1213,0.000952131
1214,0.000952131
1215,0.000952131
1216,0.000952131
1217,0.000404223
1218,0.000404223
1219,0.000404223
1220,0.000404223
1221,0.000404223
1222,0.000404223
1223,0.000404223
1224,0.000404223
1225,0.0008586375
1226,0.0008586375
1227,0.0008586375
1228,0.0008586375
1229,0.0008586375
1230,0.0008586375
1231,0.0008586375
1232,0.0008586375
1233,0.0008644241
1234,0.0008644241
1235,0.0008644241
1236,0.0008644241
1237,0.0008644241
1238,0.0008644241
1239,0.0008644241
1240,0.0008644241
1241,0.00045684972
1242,0.00045684972
1243,0.00045684972
1244,0.00045684972
1245,0.00045684972
1246,0.00045684972
1247,0.00045684972
1248,0.00045684972
1249,0.00080590893
1250,0.00080590893
1251,0.00080590893
1252,0.00080590893
1253,0.00080590893
1254,0.00080590893
1255,0.00080590893
1256,0.00080590893
1257,0.0007913366
1258,0.0007913366
1259,0.0007913366
1260,0.0007913366
1261,0.0007913366
1262,0.0007913366
1263,0.0007913366
1264,0.0007913366
1265,0.000390321
1266,0.000390321
1267,0.000390321
1268,0.000390321
1269,0.000390321
1270,0.000390321
1271,0.000390321
1272,0.000390321
1273,0.00083934073
1274,0.00083934073
1275,0.00083934073
1276,0.00083934073
1277,0.00083934073
1278,0.00083934073
1279,0.00083934073
1280,0.00083934073
1281,0.000997149
1282,0.000997149
1283,0.000997149
1284,0.000997149
1285,0.000997149
1286,0.000997149
1287,0.000997149
1288,0.000997149
1289,0.0010105858
1290,0.0010105858
1291,0.0010105858
1292,0.0010105858
1293,0.0010105858
1294,0.0010105858
1295,0.0010105858
1296,0.0010105858
1297,0.0010378893
1298,0.0010378893
1299,0.0010378893
1300,0.0010378893
1301,0.0010378893
1302,0.0010378893
1303,0.0010378893
1304,0.0010378893
1305,0.0011231761
1306,0.0011231761
1307,0.0011231761
1308,0.0011231761
1309,0.0011231761
1310,0.0011231761
1311,0.0011231761
1312,0.0011231761
1313,0.00051818613
1314,0.00051818613
1315,0.00051818613
1316,0.00051818613
1317,0.00051818613
1318,0.00051818613
1319,0.00051818613
1320,0.00051818613
1321,0.0007719278
1322,0.0007719278
1323,0.0007719278
1324,0.0007719278
1325,0.0007719278
1326,0.0007719278
1327,0.0007719278
1328,0.0007719278
1329,0.0005906251
1330,0.0005906251
1331,0.0005906251
1332,0.0005906251
1333,0.0005906251
1334,0.0005906251
1335,0.0005906251
1336,0.0005906251
1337,0.00040455264
1338,0.00040455264
1339,0.00040455264
1340,0.00040455264
1341,0.00040455264
1342,0.00040455264
1343,0.00040455264
1344,0.00040455264
1345,0.0009173689
1346,0.0009173689
1347,0.0009173689
1348,0.0009173689
1349,0.0009173689
1350,0.0009173689
1351,0.0009173689
1352,0.0009173689
1353,0.000817542
1354,0.000817542
1355,0.000817542
1356,0.000817542
1357,0.000817542
1358,0.000817542
1359,0.000817542
1360,0.000817542
1361,0.000894729
1362,0.000894729
1363,0.000894729
1364,0.000894729
1365,0.000894729
1366,0.000894729
1367,0.000894729
1368,0.000894729
1369,0.000995001
1370,0.000995001
1371,0.000995001
1372,0.000995001
1373,0.000995001
1374,0.000995001
1375,0.000995001
1376,0.000995001
1377,0.000390321
1378,0.000390321
1379,0.000390321
1380,0.000390321
1381,0.000390321
1382,0.000390321
1383,0.000390321
1384,0.000390321
1385,0.00036671627
1386,0.00036671627
1387,0.00036671627
1388,0.00036671627
1389,0.00036671627
1390,0.00036671627
1391,0.00036671627
1392,0.00036671627
1393,0.0009954737
1394,0.0009954737
1395,0.0009954737
1396,0.0009954737
1397,0.0009954737
1398,0.0009954737
1399,0.0009954737
1400,0.0009954737
1401,0.00089676154
1402,0.00089676154
1403,0.00089676154
1404,0.00089676154
1405,0.00089676154
1406,0.00089676154
1407,0.00089676154
1408,0.00089676154
1409,0.00083934073
1410,0.00083934073
1411,0.00083934073
1412,0.00083934073
1413,0.00083934073
1414,0.00083934073
1415,0.00083934073
1416,0.00083934073
1417,0.00069563044
1418,0.00069563044
1419,0.00069563044
1420,0.00069563044
1421,0.00069563044
1422,0.00069563044
1423,0.00069563044
1424,0.00069563044
1425,0.00088467036
1426,0.00088467036
1427,0.00088467036
1428,0.00088467036
1429,0.00088467036
1430,0.00088467036
1431,0.00088467036
1432,0.00088467036
1433,0.00048244328
1434,0.00048244328
1435,0.00048244328
1436,0.00048244328
1437,0.00048244328
1438,0.00048244328
1439,0.00048244328
1440,0.00048244328
1441,0.0008518727
1442,0.0008518727
1443,0.0008518727
1444,0.0008518727
1445,0.0008518727
1446,0.0008518727
1447,0.0008518727
1448,0.0008518727
1449,0.00041924164
1450,0.00041924164
1451,0.00041924164
1452,0.00041924164
1453,0.00041924164
1454,0.00041924164
1455,0.00041924164
1456,0.00041924164
1457,0.00081004726
1458,0.00081004726
1459,0.00081004726
1460,0.00081004726
1461,0.00081004726
1462,0.00081004726
1463,0.00081004726
1464,0.00081004726
1465,0.0009321723
1466,0.0009321723
1467,0.0009321723
1468,0.0009321723
1469,0.0009321723
1470,0.0009321723
1471,0.0009321723
1472,0.0009321723
1473,0.000390321
1474,0.000390321
1475,0.000390321
1476,0.000390321
1477,0.0005285041
1478,0.0005285041
1479,0.0005285041
1480,0.0005285041
1481,0.0010672519
1482,0.0010672519
1483,0.0010672519
1484,0.0010672519
1485,0.0010672519
1486,0.0010672519
1487,0.0010672519
1488,0.0010672519
1489,0.0006257709
1490,0.0006257709
1491,0.0006257709
1492,0.0006257709
1493,0.0006257709
1494,0.0006257709
1495,0.0006257709
1496,0.0006257709
1497,0.0006257709
1498,0.0006257709
1499,0.0006257709
1500,0.0006257709
1501,0.0006257709
1502,0.0006257709
1503,0.000753415
1504,0.000753415
1505,0.0010211879
1506,0.0010211879
1507,0.0010211879
1508,0.0010211879
1509,0.0010211879
1510,0.0010211879
1511,0.0010211879
1512,0.0010211879
1513,0.001367835
1514,0.001367835
1515,0.001367835
1516,0.001367835
1517,0.001367835
